MAC,Session_AP_Name,Year,Month,Date,Start_Time,End_Time,Unix_Start_Time,Unix_End_Time
38:80:df:f3:44:02,WeenieHutJr,2020,Nov,11-29,19:09,19:09,1606676971,1606676971
